rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
330,Alabama A&M,SWAC,12-18,86.09919966039644,356,100.31856348797353,134,0.14706829890804166,330,12,18,10,8,10-8,0.31703955321837946,0.5356456438077575,0.20220873615827298,0.31703955321837946,0.5356456438077575,0.20220873615827298,0.9168954326549614,0.8201822085820163,97.51757762840596,105.76663240942462,97.51757762840596,105.76663240942462,86.64826665066259,101.1460445323746,69.36033098025567,94.28167868219617,0.028465734966177908,1,0.05981619647506081,1162.0,1172.0,1257.3124999999998,0.924193468210966,0.932146940398668,0,0.5555555555555556,-14.031963480289885,293,57,66.5573953700017
331,Idaho,BSky,9-22,97.47367724044722,266,114.09325288355627,348,0.14057913172079342,331,9,22,6,14,6-14,0.3630455432209459,0.4435824070138986,0.33169621649023356,0.3630455432209459,0.4435824070138986,0.33169621649023356,0.915186133089278,0.8690964972606107,100.52605650530697,105.2302682255138,100.52605650530697,105.2302682255138,98.58845948597585,115.20827565037851,104.42279551730336,101.05713402597782,0.5930920279026434,1,-0.01672348248612132,1481.0,1615.0,1435.5000000000002,1.0316962730755832,1.1250435388366422,0,0.3,-17.73172991924669,335,212,70.14885267930676
332,Idaho St.,BSky,7-23,94.14213193662326,322,110.35027510128643,323,0.13861749578704727,332,7,23,5,15,5-15,0.3558479304600507,0.41464279438166624,0.33189477305126164,0.3558479304600507,0.41464279438166624,0.33189477305126164,0.9182349013733341,0.8766674901408915,100.40752504507398,105.43382630502315,100.40752504507398,105.43382630502315,95.48015973421914,111.96104875076121,0,0,0,0,-0.06535431976434802,1328.0,1470.0,1333.9249999999997,0.9955582210394139,1.1020109826264597,0,0.25,-18.93696958320602,347,308,63.87620792117524
333,Green Bay,Horz,5-25,92.23790619362254,339,108.15668710934804,285,0.13812957213012544,333,5,25,4,16,4-16,0.3747605524083382,0.4954530172360537,0.316713130278637,0.3747605524083382,0.4954530172360537,0.316713130278637,0.9022585895724142,0.8192174171325545,100.13116734874278,105.28149795413319,100.13116734874278,105.28149795413319,91.7918953504761,108.5467832169564,91.77807303724511,114.0218494885439,0.07616075274202411,2,-0.12924852323070327,1251.0,1379.0,1310.35,0.9547067577364827,1.0523905826687527,0,0.2,-20.427932986969456,353,352,64.52491393190844
334,Northern Arizona,BSky,9-23,94.73198256530132,310,111.2658112005958,337,0.13587181598519923,334,9,23,5,15,5-15,0.3558129413443235,0.3987268229766704,0.33217281600699117,0.3558129413443235,0.3987268229766704,0.33217281600699117,0.8900848510117402,0.8034495470950376,101.56742693268549,105.96661886179696,101.56742693268549,105.96661886179696,93.82453327352144,112.02850651877206,87.57289481967929,99.68831639397892,0.18390147284028618,2,-0.03345834103477252,1296.0,1467.0,1330.0375000000001,0.9744086162984126,1.1029764198377865,0,0.25,-18.002002916589653,337,249,65.25517004650446
335,Milwaukee,Horz,10-22,91.68791717397805,344,107.94550834407082,281,0.1327092844367572,335,10,22,8,14,8-14,0.3486190151593222,0.4001915780961656,0.33385660289283065,0.3486190151593222,0.4001915780961656,0.33385660289283065,0.918423156571644,0.874746771410483,99.71994461438,106.1293128383504,99.71994461438,106.1293128383504,93.1594088243453,108.43034966088898,75.46064452691492,101.77743156246079,0.0310523229964091,1,0.0032413524622409984,1446.0,1555.0,1479.15,0.9775884798701957,1.051279451036068,0,0.36363636363636365,-17.80710552848512,336,171,66.90412224850888
336,Cal St. Northridge,BW,7-23,93.52714298738157,327,110.17681631345161,320,0.131918621879169,336,8,22,3,15,3-15,0.43330249079998495,0.46926437828200934,0.4227271500769965,0.43330249079998495,0.46926437828200934,0.4227271500769965,0.877520619590151,0.8142593239400326,100.6937749753182,101.84207729494757,100.6937749753182,101.84207729494757,94.86646341901655,112.60052885250656,84.33521604548714,105.60680079705135,0.07000468815927005,3,-0.012571707812938038,1137.0,1317.0,1198.6249999999998,0.9485869225153823,1.098758994681406,0,0.16666666666666666,-17.376113653315613,333,203,64.86310378722582
337,Northwestern St.,Slnd,9-23,96.67755055606307,278,113.9099395143858,346,0.13166583222497757,337,9,23,5,9,5-9,0.376435940931159,0.5012443856690688,0.23791715340858013,0.376435940931159,0.5012443856690688,0.23791715340858013,0.8445269151189483,0.7424702398732875,101.16751500415893,104.19218880714621,101.16751500415893,104.19218880714621,98.61460177732081,112.36741049741497,89.57131419187166,108.05382828225896,0.10364772767206526,6,-0.05280867548493495,1096.0,1104.0,1040.8,1.0530361260568795,1.0607225211375866,0,0.35714285714285715,-16.41644567945138,326,287,71.23692469123931
338,William & Mary,CAA,5-27,90.19708503834124,350,106.3098886908931,261,0.13122693769356533,338,5,27,4,14,4-14,0.4786358344233794,0.42167428897924125,0.5264799887877447,0.4786358344233794,0.42167428897924125,0.5264799887877447,0.8651587063292081,0.8610380765533183,102.4413861132337,102.53754745842174,102.4413861132337,102.53754745842174,92.80897282456876,104.48584857872935,75.08872579518076,93.96525933378246,0.07050687840739013,2,-0.043546908669326756,1183.0,1363.0,1273.9875,0.928580539447993,1.0698692098627343,0,0.2222222222222222,-20.345919933335043,352,273,68.85817578988159
339,Bethune Cookman,SWAC,9-21,93.35163735033768,329,110.08252135969124,317,0.1305784405398318,339,9,21,7,11,7-11,0.34062722979171833,0.5196856198345358,0.2212549697631733,0.34062722979171833,0.5196856198345358,0.2212549697631733,0.9096932679138957,0.8265533628809475,97.35817989440346,103.54061782395272,97.35817989440346,103.54061782395272,93.68192316024026,110.26999565730412,112.00423685548337,112.09065436950945,0.49778264702914066,1,-0.0003159154651233842,1183.0,1240.0,1226.375,0.9646315360309856,1.011109978595454,0,0.3888888888888889,-16.732388190240783,330,175,65.96957338901578
340,American,Pat,10-22,93.12536463894017,333,109.93823045466863,315,0.12912934851551194,340,10,22,5,13,5-13,0.32241507234086153,0.38016477840892565,0.28374159767915863,0.32241507234086153,0.38016477840892565,0.28374159767915863,0.9286083951996259,0.9066367794225191,98.67028825016162,106.36626569456827,98.67028825016162,106.36626569456827,92.6498090039922,108.66096150540318,0,0,0,0,0.02844211814800507,1111.0,1198.0,1146.9,0.9686982300113348,1.04455488708693,0,0.2777777777777778,-18.166984702555848,340,105,64.952750945154
341,Chicago St.,WAC,7-25,95.54589699297864,299,112.98991141098828,344,0.1269216012171226,341,7,25,3,15,3-15,0.47578097858561513,0.410531435141691,0.5141560191954028,0.47578097858561513,0.410531435141691,0.5141560191954028,0.8573420655685884,0.8512713608571592,99.98293398029806,101.25321073911572,99.98293398029806,101.25321073911572,100.17729665079833,116.06984741198372,87.14294855975123,112.3369432257256,0.05115143941978223,2,0.01922986711300273,1163.0,1362.0,1196.5875,0.9719305942941907,1.1382368610736782,0,0.16666666666666666,-18.088908823579374,338,128,66.2517828894201
342,Houston Christian,Slnd,11-18,95.02106194125935,306,113.00770839950785,345,0.1198753811159737,342,11,18,6,8,6-8,0.2760943891908111,0.32692737695772506,0.2396266583241443,0.2760943891908111,0.32692737695772506,0.2396266583241443,0.9085097117783671,0.8447264869984266,99.76269711144815,107.50929930199544,99.76269711144815,107.50929930199544,98.53327557381374,113.24539959803965,77.29351115313173,89.84273035775007,0.1505641775536345,3,-0.025388909542233606,1132.0,1145.0,1063.3625000000002,1.0645476025344132,1.0767729725281827,0,0.42857142857142855,-14.288950951675433,299,229,68.28051798217108
343,Charleston Southern,BSth,6-25,92.88341425843157,335,111.27307062494401,338,0.11131438265833521,343,6,25,1,15,1-15,0.38508784088958775,0.40060045472946676,0.37736492235754854,0.38508784088958775,0.40060045472946676,0.37736492235754854,0.8974082589392341,0.8562253720755036,100.51786218839298,103.22603631469781,100.51786218839298,103.22603631469781,93.74235364758947,112.2183816078514,87.97040390551781,107.77149449283756,0.08829389766672434,2,-0.0654045254167181,1009.0,1183.0,1075.3375,0.9383100654445696,1.1001197298522556,0,0.0625,-20.03885560545158,350,309,69.16598597169177
344,NJIT,AE,11-18,89.43641253342425,353,107.41064843953788,274,0.10851391615851799,344,11,18,6,12,6-12,0.3480302042490773,0.3500931225896338,0.3194418979373805,0.3480302042490773,0.3500931225896338,0.3194418979373805,0.8909122924508182,0.8629941299973078,100.01557114561963,106.07437066855599,100.01557114561963,106.07437066855599,89.5750712787741,109.88797483576491,95.20517829444017,105.81265648169087,0.2288507742722942,3,0.08856409382325214,1107.0,1274.0,1184.7375,0.934384199031431,1.0753436942782684,0,0.3333333333333333,-13.302116150907157,282,23,66.20610470999148
345,North Dakota,Sum,6-25,96.06516662876314,291,115.38238550376619,352,0.10840994478628427,345,6,25,2,16,2-16,0.3550571593520258,0.3174472960337805,0.38221983841520324,0.3550571593520258,0.3174472960337805,0.38221983841520324,0.9127478646065054,0.9143540032328187,101.65874082795318,106.7546275473827,101.65874082795318,106.7546275473827,96.40873428877393,115.34272091719117,71.25372390212546,103.067361224123,0.014132283908020937,1,-0.07837681570831367,1283.0,1457.0,1256.0,1.0214968152866242,1.160031847133758,0,0.1111111111111111,-20.68132208739102,354,321,67.4319098500069
346,Fairleigh Dickinson,NEC,4-22,94.66719613315465,313,114.07042207306088,347,0.10487847368045035,346,4,22,5,14,5-14,0.3815706593063194,0.5931407558492682,0.24933934896697624,0.3815706593063194,0.5931407558492682,0.24933934896697624,0.876392546875678,0.755646045868063,99.27191914843715,104.84844290915484,99.27191914843715,104.84844290915484,95.75617190899595,114.46282210943312,90.46700427235227,110.22964843727453,0.09345351270384353,3,-0.09380647276525661,1150.0,1246.0,1146.1875,1.0033262446153006,1.087082174600578,0,0.2631578947368421,-17.193382535850056,332,337,69.61588105017839
347,Nebraska Omaha,Sum,5-25,96.52557385636078,280,116.53734075363084,355,0.10278618973375812,347,5,25,4,14,4-14,0.4465133825215278,0.5227185827668407,0.38285664630159216,0.4465133825215278,0.5227185827668407,0.38285664630159216,0.8476365653113334,0.7524014252926633,104.30828992320377,105.36257566813794,104.30828992320377,105.36257566813794,96.3226300777327,117.13326849747124,85.37546074514759,112.80208410501268,0.03902952948818444,3,-0.03751060647964205,1322.0,1532.0,1301.9125000000001,1.01542922431423,1.1767303870267778,0,0.2222222222222222,-18.511698547045146,343,257,69.77256672393113
348,Lamar,WAC,2-27,90.89279747332162,348,110.56692625889485,326,0.09506409307249714,348,2,27,0,16,0-16,0.432935174319818,0.3948972846960542,0.4638409596391261,0.432935174319818,0.3948972846960542,0.4638409596391261,0.8624335889697611,0.8403133124539852,100.45945124579039,101.84526335691261,100.45945124579039,101.84526335691261,91.06861027028778,109.6441930142113,104.47589412150823,114.62366371678564,0.25615957860646127,2,-0.14107471225317897,955.0,1178.0,1091.1375000000003,0.8752334146704698,1.0796072905568728,0,0.0,-21.06460272975107,355,356,66.03561272965793
349,Holy Cross,Pat,9-22,90.77416709108252,349,111.17085378697033,335,0.08858988875421922,349,9,22,7,11,7-11,0.29665355410156347,0.3256061552137115,0.2883291542500832,0.29665355410156347,0.3256061552137115,0.2883291542500832,0.9376965389160854,0.9241517028880138,98.47424962950089,106.34733591139329,98.47424962950089,106.34733591139329,91.34394261640622,109.86966828759681,0,0,0,0,0.014310155273109804,1169.0,1274.0,1213.6250000000002,0.9632299927901945,1.0497476568132658,0,0.3888888888888889,-18.74926592073858,345,143,66.96704396904548
350,Arkansas Pine Bluff,SWAC,7-24,97.5916191612595,264,119.8027268414187,358,0.08642168258101701,350,7,24,5,13,5-13,0.38901881257439636,0.6037800469715907,0.2339134766208669,0.38901881257439636,0.6037800469715907,0.2339134766208669,0.8460578799553372,0.6894820991380559,98.61524029737005,101.77646127471404,98.61524029737005,101.77646127471404,96.96783813993822,121.7755560606284,105.01571433260469,109.40434226699277,0.3844229626835099,5,-0.025196618750326943,1230.0,1382.0,1236.125,0.9950449994943877,1.1180099100010112,0,0.2777777777777778,-17.4315255243502,334,228,67.42342529695479
351,Mississippi Valley St.,SWAC,2-26,93.22534121576274,330,115.27064602021107,351,0.08009720558069643,351,2,26,2,16,2-16,0.3635656302617013,0.5956442093961549,0.23463308629811572,0.3635656302617013,0.5956442093961549,0.23463308629811572,0.8887616753528044,0.7622720667200862,97.62074686102451,103.43895654504993,97.62074686102451,103.43895654504993,93.7256064276158,115.16890410212626,78.13905685323294,108.22527765941409,0.023071017092030858,3,-0.13261315385275216,1271.0,1417.0,1324.4625,0.9596345687401492,1.069867965306681,0,0.1111111111111111,-21.313131171994826,356,354,70.80854975793966
352,Incarnate Word,Slnd,7-25,94.36833565016983,317,116.73862191204134,357,0.0797010191644803,352,8,24,3,11,3-11,0.3426431228271305,0.4357613465352121,0.24548297558990168,0.3426431228271305,0.4357613465352121,0.24548297558990168,0.8690139002213991,0.7888757981232093,101.10897657720419,105.54361422353077,101.10897657720419,105.54361422353077,95.50385354034213,118.13837981405128,100.45825189974413,107.33894494300172,0.3182410675328834,4,-0.06111092741144647,953.0,1071.0,945.7249999999999,1.0076925110365065,1.1324645113537235,0,0.21428571428571427,-19.448227978151962,349,301,65.04712278368494
353,Maine,AE,6-23,92.24360922820154,338,114.2004024867047,349,0.07903720820034882,353,6,23,3,15,3-15,0.3386297824051,0.3645524163398452,0.32278817277831134,0.3386297824051,0.3645524163398452,0.32278817277831134,0.8896018143072735,0.8324657959618352,99.73875577397953,104.90327224515285,99.73875577397953,104.90327224515285,94.36318354557876,115.02593919107811,104.38656721919625,109.9003670733493,0.3561894372896834,2,-0.07780670784330448,1167.0,1332.0,1198.4750000000001,0.9737374580195665,1.1114124199503534,0,0.16666666666666666,-18.309155772150834,341,320,66.11700316497925
354,Columbia,Ivy,4-22,91.49812623882615,345,114.208385415611,350,0.07245190910914745,354,4,22,1,13,1-13,0.3858039474638645,0.30494949894481677,0.45510776048019114,0.3858039474638645,0.30494949894481677,0.45510776048019114,0.9095725445282506,0.9223140785165206,100.14504366394529,104.49285115173507,100.14504366394529,104.49285115173507,92.52449139493051,112.68340292339442,0,0,0,0,-0.033915129364553404,938.0,1134.0,1012.0250000000002,0.9268545737506483,1.1205256787134703,0,0.07142857142857142,-18.137570684995136,339,251,69.55561376501633
355,Central Connecticut,NEC,8-24,90.0113813996933,351,112.54610252961132,341,0.07113338454385847,355,8,24,6,13,6-13,0.35776374455027615,0.4571752374085674,0.2758663490578567,0.35776374455027615,0.4571752374085674,0.2758663490578567,0.897382319787436,0.8311595122212745,99.33798905787857,105.4354081752601,99.33798905787857,105.4354081752601,90.13632368802908,113.76267412988108,72.15096027600586,100.7127065252014,0.02113670566780885,2,0.06971301263969476,1122.0,1251.0,1172.5375,0.9568990330799655,1.0669168363485177,0,0.3157894736842105,-19.01860426604314,348,43,65.07344344622966
356,Delaware St.,MEAC,2-26,86.50017746431988,355,110.1173964656547,318,0.05862907139084256,356,3,25,0,14,0-14,0.30430740676576434,0.36330408260362723,0.24003369774406483,0.30430740676576434,0.36330408260362723,0.24003369774406483,0.9315257156743523,0.9028250939951453,97.30679785910806,103.90929318257453,97.30679785910806,103.90929318257453,86.88031595280998,108.6554416264369,0,0,0,0,-0.17392816914231982,889.0,1021.0,1009.0875000000001,0.8809939673219616,1.0118052200626804,0,0.0,-22.819406368532988,358,358,68.10182933012364
357,Eastern Illinois,OVC,5-26,82.96327101437791,357,108.3889260563495,289,0.044181105356360786,357,5,26,3,15,3-15,0.4060377216652457,0.3702171155994159,0.431908159379456,0.4060377216652457,0.3702171155994159,0.431908159379456,0.8801694007968356,0.8776000310669646,100.46828226726785,103.03712116009793,100.46828226726785,103.03712116009793,84.73209190403098,109.4630225156903,79.98630802470417,117.33018666909294,0.012055912776225182,2,0.012710072262996003,1002.0,1287.0,1177.3875,0.8510367232538141,1.09309806669427,0,0.16666666666666666,-20.298597011380313,351,148,64.93532382598572
358,IU Indy,Horz,3-26,80.38060709507906,358,109.24773441586339,302,0.02850603396325476,358,3,26,1,16,1-16,0.32387435721819513,0.32680845397287867,0.3086670098827292,0.32387435721819513,0.32680845397287867,0.3086670098827292,0.921061988968172,0.8947444864486951,99.82938169278019,106.19909133630348,99.82938169278019,106.19909133630348,80.04672831967709,110.90644359847265,78.14790781129298,111.84243267747485,0.015943861306507,1,-0.04191807044930536,889.0,1179.0,1079.2875000000001,0.8236915557717475,1.0923873388693928,0,0.058823529411764705,-22.367995751386932,357,263,62.54900781635209
